business_type,years_in_operation,annual_revenue,credit_score,existing_loans,repayment_history,monthly_cashflow,loan_amount_requested,collateral_value,debt_to_income_ratio,default_flag,loan_to_revenue_ratio,cashflow_to_loan_ratio
1,-0.01573936664609687,1.5075036824471062,0.47930886492109476,-0.7096130991311944,1,2.261058767130052,1.4000503547897811,0.633010835191127,0.4599464097623949,0,0.22109212506253834,0.05758833173926276
0,0.34525528120015975,-0.9704393029163058,1.2175491739983972,7.096840675378701e-05,2,-0.62635964029081,-0.8540861362205588,-0.6653445468130622,-0.04028261810344366,1,-0.5019565199660845,0.5538184084071137
1,0.34525528120015975,-1.0087546472243276,0.44470385043309624,1.4194391034826501,0,-0.6421579895969528,-0.7770741375228064,-0.567297614100418,0.8601033918588253,1,0.12395749028686386,0.1401190670072896
1,0.5859183797643308,-0.037366190220333585,1.413644256097056,-0.7096130991311944,1,-0.3919049196887843,0.3785603283967333,0.3144359172410042,1.7091394582591586,1,0.8636269640632851,-0.8442217812111674
0,-0.7377286623386101,0.9853704321571143,-1.3086168836254974,7.096840675378701e-05,1,0.6554694675272031,0.943747519358776,0.5801622120234015,-1.4317573894797344,0,0.21142863323992,-0.4569311858932394
0,1.0672445768926728,-1.0210887134856446,1.1771766570957323,1.4194391034826501,0,-0.7323874079623057,-0.7301776861894061,-0.5827866233948639,0.5211862324355713,1,0.48694783869998387,-0.23823801874425163
1,-1.5800495073132088,0.08990150696399431,0.30051629006643554,0.709755035944702,1,-0.12159115593447825,0.016841910694891632,0.0937751475750646,0.19359856652009516,0,-0.09919545473747889,-0.4186687697508867
2,-0.8580602116206956,0.26494169607115214,0.14479372487044206,0.709755035944702,0,-0.6153191259420446,0.6347052656854284,0.9008644668105568,0.37935562834177183,1,0.7478619219887215,-1.0629487387083638
1,0.5859183797643308,-1.1438357088009552,0.5081463769944269,0.709755035944702,1,-1.076972290571712,-0.7406858612798128,-0.7538269151695034,-1.6361916008975526,0,1.3838862039258903,-1.0604971280317408
1,-1.5800495073132088,0.5120049605725921,-0.34544398037620416,0.709755035944702,1,0.6222109867895241,-0.6202541213775417,-0.37556554411803084,1.5645669925170598,1,-1.5625738250352914,2.1663089267462414
1,-0.497065563774439,0.6088923557123631,-1.3028493812108308,0.709755035944702,1,0.2027337003799122,-0.45922203247763904,-0.5518437028877361,-1.4214725865647502,1,-1.3672608113227152,0.7360343828608167
1,1.307907675456844,-0.4700911427531582,-1.5508519850414872,-1.4192971666691427,1,-0.942341527516461,-0.15781392082498366,-0.22790622943003264,-0.6595023551707159,0,0.6409409730101189,-1.1278472150260466
0,-0.9783917609027811,1.1440592976749198,1.0329890967290718,7.096840675378701e-05,1,1.6886690636778632,0.5308955171744384,-0.2006628918645439,-0.6909863894302052,0,-0.4282641311181569,0.4432767748507505
1,-1.0987233101848666,0.9659552622958754,-1.6488995260908166,1.4194391034826501,0,0.5554732979648123,0.14835733984427016,0.6481900840923631,0.8009299510624408,1,-0.7619245708441619,0.042045499335461686
2,-0.6173971130565246,-0.17687674975305667,0.09288620313844421,1.4194391034826501,0,-0.41727314484190703,-0.623901042244324,-0.46765099677251454,0.5875933883877149,1,-1.119681439618379,0.15393655494532335
0,-1.2190548594669521,-0.5534713038645198,-1.3374543956988294,-0.7096130991311944,2,-0.23436379124479806,-0.36181825623210756,-0.5562743316945914,-1.5027007694536791,1,0.2486405793103114,-0.10446127609104726
2,-0.497065563774439,-0.8097213685181962,1.373271739194391,7.096840675378701e-05,2,-0.6966546307555112,-0.7606357345926805,-0.5156832905484505,-1.2008164707753268,1,-0.5330370609372761,-0.06097212253671951
2,-1.7003810565952944,-0.28457558132825433,-0.05130135722821644,-1.4192971666691427,1,0.021280830835007803,-0.2172804183218605,0.023209071444573032,-0.6206922915301848,0,0.024053809021785826,-0.011027339044426347
2,-1.5800495073132088,0.25302856778299765,-1.5912245019441522,-1.4192971666691427,1,-0.7276034242603937,1.1013172797144213,0.8484042091279148,0.7013940316715617,1,1.588772538715052,-1.1931666967458805
2,1.0672445768926728,-0.47777471634883817,0.6638689421904205,7.096840675378701e-05,0,-0.9399635247092288,-0.08142166495292956,0.5147115251513324,1.4738520103028565,1,0.8932491468407221,-1.1466871181477705
0,-1.7003810565952944,-1.1727948048149373,-1.522014472968155,0.709755035944702,1,-0.9357505514350426,-0.8153973236182284,-0.7926438316259685,-0.6320511936286091,1,1.0241048795449685,-0.5676003373833008
0,0.46558683048224525,1.1702263030233728,-1.1471268160148373,0.709755035944702,2,2.3414923735379642,-0.21462019414790331,-0.608612896464161,0.0888318179541973,1,-1.3085704644006426,2.621630479944995
2,-1.5800495073132088,-0.10549006319680758,1.4194117585117223,7.096840675378701e-05,1,-0.43654701016292946,-0.3630149510830223,-0.11402615988997465,-0.4360084495239684,0,-0.6113495897054951,-0.37352187102870144
2,0.7062499290464164,-0.5114654331150307,-1.5047119657241559,1.4194391034826501,2,-0.22357211620384626,-0.8471434936991667,-0.6608323765882091,0.2665071407364935,1,-1.370945358315998,1.816239127002111
0,0.5859183797643308,0.5843418957514129,-0.5127015504015305,0.709755035944702,2,-0.2731876087374339,1.5558970236932657,0.09588795039024973,0.44018284053753315,1,1.6233577989486383,-1.0499270404170429
0,1.6689023233031006,1.6146368695381428,1.684716869586378,-0.7096130991311944,1,0.6682135874870971,1.9040968253444255,2.773350867933791,0.06385585851232008,0,0.6290597493733062,-0.7561757016685561
0,0.9469130276105874,-1.274571502610708,-0.7376341445735212,-1.4192971666691427,1,-1.1463546626951782,-1.1324036793376246,-0.9942184650609089,-0.37969682020700596,1,-1.6730602397276069,0.1617773434443446
1,0.7062499290464164,0.11557359113277865,0.819591507386414,0.709755035944702,1,0.7570304650964526,0.041770582873446586,0.6102345896539537,1.3041742626502904,1,-0.08865030213081253,0.35129481416972036
1,1.0672445768926728,-0.9760266871808537,-1.3893619174308274,1.4194391034826501,1,-0.9067446370346244,-0.9130647527500296,-0.9281547085773193,1.037006881864017,1,-0.8247521785383033,-0.14500304882759096
1,-1.3393864087490377,0.17996507042867502,0.6350314301170883,0.709755035944702,0,-0.3516786809041552,0.21279896880283516,0.3465667364158643,1.7111857248874043,1,0.13516757865157905,-0.7425395871432008
2,-0.3767340144923535,-0.1569229824400815,1.3502017295357251,0.709755035944702,1,0.20408154156932107,-0.6153174755578882,-0.7211153239516211,-0.2984799209562255,0,-1.1194577989053331,1.3287794465912943
1,0.8265814783285018,0.3241047487886649,0.3754938214570991,-1.4192971666691427,1,-0.33822797910218017,-0.6613019733431703,-0.646135266222399,-1.5815547781933028,0,-1.5424183117226606,0.43219012212319247
2,0.5859183797643308,-0.580442678195358,0.387028826286432,-0.7096130991311944,2,-0.7372093814535846,-0.6449783297219911,-0.7119909436688747,0.5204581271542494,1,-0.6176098012323643,-0.4353214279655817
2,0.34525528120015975,-1.1009304548761878,0.2543762707491042,-0.7096130991311944,2,-1.0734716577973524,-0.9634973375887144,-0.872180937829164,0.9735624082525913,0,-0.7136958825867007,-0.6738680926630316
1,-1.7003810565952944,-0.5528545605045119,-0.022463845154884303,1.4194391034826501,1,0.023855722019236452,-0.20652803567687655,-0.5907517992647154,1.4997541345856147,1,0.7498199855373513,-0.02370534985067486
2,-1.7003810565952944,0.08909465552547045,0.23707376350510487,7.096840675378701e-05,2,-0.3692598478244894,0.019964005927774482,-0.23400313105910425,-1.6789290649831332,0,-0.09196990138716157,-0.6481533913169345
1,1.0672445768926728,0.7926655456371378,1.2867592029743944,7.096840675378701e-05,1,1.871511353644154,0.07969259519697083,-0.510672757158425,1.3034847641459637,0,-0.7282086093624733,1.2707238856777607
1,-0.1360709159281824,-0.8882446929256245,-0.20125642000954352,7.096840675378701e-05,0,-0.9434832262533385,-0.6539047544612261,-0.5870573922559625,0.058514316077349714,1,0.24098104022404418,-0.8452142076348593
0,-1.3393864087490377,0.8088244925896125,1.2925267053890608,1.4194391034826501,1,-0.5506160031862412,-0.4838195299378875,-0.5842732656799736,-0.4284347157542357,0,-1.492199088802771,-0.3708066718606792
